country,year,female_age,male_age,source,women_dataprocess,women_datacatalogshortname,men_dataprocess,men_datacatalogshortname
Jordan,2017,24.6,30.9,UN World Marriage Data 2019,Survey,2017-2018 DHS,Survey,2017-2018 DHS
Kazakhstan,1979,,24.1,UN World Marriage Data 2019,N/A,N/A,Census,1979 Census
Kazakhstan,1989,,24.6,UN World Marriage Data 2019,N/A,N/A,Census,1989 Census
Kazakhstan,1995,21.4,,UN World Marriage Data 2019,Survey,1995 DHS,N/A,N/A
Kazakhstan,1999,21.6,26.1,UN World Marriage Data 2019,Survey,1999 DHS,Census,1999 Census
Kazakhstan,2006,23.299999,,UN World Marriage Data 2019,Survey,2006 MICS,N/A,N/A
Kazakhstan,2009,,27.6,UN World Marriage Data 2019,N/A,N/A,Census,2009 Census
Kazakhstan,2010,23.1,,UN World Marriage Data 2019,Survey,2010-2011 MICS,N/A,N/A
Kazakhstan,2015,22.4,,UN World Marriage Data 2019,Survey,2015 MICS,N/A,N/A
Kenya,1977,20,,UN World Marriage Data 2019,Survey,1977-1978 WFS,N/A,N/A
Kenya,1984,18.299999,,UN World Marriage Data 2019,Survey,1984 CPS,N/A,N/A
Kenya,1988,21.1,,UN World Marriage Data 2019,Survey,1989 DHS,N/A,N/A
Kenya,1993,21.299999,,UN World Marriage Data 2019,Survey,1993 DHS,N/A,N/A
Kenya,1998,21.700001,26.299999,UN World Marriage Data 2019,Survey,1998 DHS,Survey,1998 DHS
Kenya,2000,22.1,25.200001,UN World Marriage Data 2019,Survey,2000 MICS_HH,Survey,2000 MICS_HH
Kenya,2003,21.4,26.299999,UN World Marriage Data 2019,Survey,2003 DHS,Survey,2003 DHS
Kenya,2008,21.9,26.6,UN World Marriage Data 2019,Survey,2008-2009 DHS,Survey,2008-2009 DHS
Kenya,2014,21.9,26.299999,UN World Marriage Data 2019,Survey,2014 DHS,Survey,2014 DHS
Kiribati,1973,20.9,24.200001,UN World Marriage Data 2019,Census,1973 Census,Census,1973 Census
Kiribati,1978,20.799999,23.799999,UN World Marriage Data 2019,Census,1978 Census,Census,1978 Census
Kiribati,1985,21.1,24.200001,UN World Marriage Data 2019,Census,1985 Census,Census,1985 Census
Kiribati,1990,21.5,24.5,UN World Marriage Data 2019,Census,1990 Census,Census,1990 Census
Kiribati,1995,21.700001,24.799999,UN World Marriage Data 2019,Census,1995 Census,Census,1995 Census
Kiribati,2005,22.200001,24.700001,UN World Marriage Data 2019,Census,2005 Census,Census,2005 Census
Kiribati,2010,21.6,24.1,UN World Marriage Data 2019,Census,2010 Census,Census,2010 Census
Korea,1990,24.799999,27.799999,OECD,N/A,N/A,N/A,N/A
Korea,1991,24.799999,27.9,OECD,N/A,N/A,N/A,N/A
Korea,1992,24.9,28,OECD,N/A,N/A,N/A,N/A
Korea,1993,25,28.1,OECD,N/A,N/A,N/A,N/A
Korea,1994,25.1,28.200001,OECD,N/A,N/A,N/A,N/A
Korea,1995,25.299999,28.4,OECD,N/A,N/A,N/A,N/A
Korea,1996,25.5,28.4,OECD,N/A,N/A,N/A,N/A
Korea,1997,25.700001,28.6,OECD,N/A,N/A,N/A,N/A
Korea,1998,26,28.799999,OECD,N/A,N/A,N/A,N/A
Korea,1999,26.299999,29.1,OECD,N/A,N/A,N/A,N/A
Korea,2000,26.5,29.299999,OECD,N/A,N/A,N/A,N/A
Korea,2001,26.799999,29.6,OECD,N/A,N/A,N/A,N/A
Korea,2002,27,29.799999,OECD,N/A,N/A,N/A,N/A
Korea,2003,27.299999,30.1,OECD,N/A,N/A,N/A,N/A
Korea,2004,27.5,30.5,OECD,N/A,N/A,N/A,N/A
Korea,2005,27.700001,30.9,OECD,N/A,N/A,N/A,N/A
Korea,2006,27.799999,31,OECD,N/A,N/A,N/A,N/A
Korea,2007,28.1,31.1,OECD,N/A,N/A,N/A,N/A
Korea,2008,28.299999,31.4,OECD,N/A,N/A,N/A,N/A
Korea,2009,28.700001,31.6,OECD,N/A,N/A,N/A,N/A
Korea,2010,28.9,31.799999,OECD,N/A,N/A,N/A,N/A
Korea,2011,29.1,31.9,OECD,N/A,N/A,N/A,N/A
Korea,2012,29.4,32.099998,OECD,N/A,N/A,N/A,N/A
Korea,2013,29.6,32.200001,OECD,N/A,N/A,N/A,N/A
Korea,2014,29.799999,32.400002,OECD,N/A,N/A,N/A,N/A
Korea,2015,30,32.599998,OECD,N/A,N/A,N/A,N/A
Korea,2016,30.1,32.799999,OECD,N/A,N/A,N/A,N/A
Korea,2017,30.200001,32.900002,OECD,N/A,N/A,N/A,N/A
Kosovo,2011,25.200001,28.200001,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Kuwait,1970,19.6,26.5,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Kuwait,1975,20.5,26.4,UN World Marriage Data 2019,Census,1975 Census,Census,1975 Census
Kuwait,1980,21.700001,26.799999,UN World Marriage Data 2019,Census,1980 Census,Census,1980 Census
Kuwait,1985,22.9,26.299999,UN World Marriage Data 2019,Census,1985 Census,Census,1985 Census
Kuwait,1995,27,28.5,UN World Marriage Data 2019,Census,1995 Census,Census,1995 Census
Kuwait,2005,27.5,28.9,UN World Marriage Data 2019,Census,2005 Census,Census,2005 Census
Kuwait,2011,25.700001,27.799999,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Kyrgyzstan,1979,,23.700001,UN World Marriage Data 2019,N/A,N/A,Census,1979 Census
Kyrgyzstan,1989,,24,UN World Marriage Data 2019,N/A,N/A,Census,1989 Census
Kyrgyzstan,1997,20.299999,,UN World Marriage Data 2019,Survey,1997 DHS,N/A,N/A
Kyrgyzstan,1999,,25,UN World Marriage Data 2019,N/A,N/A,Census,1999 Census
Kyrgyzstan,2005,22.5,,UN World Marriage Data 2019,Survey,2005-2006 MICS,N/A,N/A
Kyrgyzstan,2009,,26.299999,UN World Marriage Data 2019,N/A,N/A,Census,2009 Census
Kyrgyzstan,2012,21.799999,,UN World Marriage Data 2019,Survey,2012 DHS,N/A,N/A
Kyrgyzstan,2014,21.200001,,UN World Marriage Data 2019,Survey,2014 MICS,N/A,N/A
Laos,2000,20.5,23.200001,UN World Marriage Data 2019,Survey,2000 RHS,Survey,2000 MICS_HH
Laos,2005,20.5,,UN World Marriage Data 2019,Survey,2005 RHS,N/A,N/A
Laos,2011,20.5,23.299999,UN World Marriage Data 2019,Survey,2011-2012 DHS-MICS Special,Survey,2011-2012 DHS-MICS Special
Laos,2017,20.700001,24.6,UN World Marriage Data 2019,Survey,2017 DHS-MICS Special,Survey,2017 DHS-MICS Special
Latvia,2002,25,27.200001,OECD,N/A,N/A,N/A,N/A
Latvia,2003,25.1,27.299999,OECD,N/A,N/A,N/A,N/A
Latvia,2004,25.299999,27.6,OECD,N/A,N/A,N/A,N/A
Latvia,2005,25.799999,28,OECD,N/A,N/A,N/A,N/A
Latvia,2006,26.1,28.299999,OECD,N/A,N/A,N/A,N/A
Latvia,2007,26.200001,28.5,OECD,N/A,N/A,N/A,N/A
Latvia,2008,26.5,28.799999,OECD,N/A,N/A,N/A,N/A
Latvia,2009,26.9,29.299999,OECD,N/A,N/A,N/A,N/A
Latvia,2010,27.1,29.4,OECD,N/A,N/A,N/A,N/A
Latvia,2011,27.299999,29.6,OECD,N/A,N/A,N/A,N/A
Latvia,2012,27.5,30,OECD,N/A,N/A,N/A,N/A
Latvia,2013,27.9,30.200001,OECD,N/A,N/A,N/A,N/A
Latvia,2014,28.200001,30.6,OECD,N/A,N/A,N/A,N/A
Latvia,2015,28.5,31,OECD,N/A,N/A,N/A,N/A
Latvia,2016,28.799999,31.1,OECD,N/A,N/A,N/A,N/A
Latvia,2017,28.9,31.5,OECD,N/A,N/A,N/A,N/A
Lebanon,1997,27.9,31.4,UN World Marriage Data 2019,Survey,1997 HLCS,Survey,1997 HLCS
Lebanon,2004,27.4,31.4,UN World Marriage Data 2019,Survey,2004 HLCS,Survey,2004 HLCS
Lebanon,2007,28.299999,32.299999,UN World Marriage Data 2019,Survey,2007 LCS,Survey,2007 LCS
Lesotho,1977,19.4,,UN World Marriage Data 2019,Survey,1977 WFS,N/A,N/A
Lesotho,2000,21.700001,26.700001,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Lesotho,2001,23.9,27.700001,UN World Marriage Data 2019,Survey,2001 DS,Survey,2001 DS
Lesotho,2002,21.9,26.200001,UN World Marriage Data 2019,Survey,2002 RHS,Survey,2002 RHS
Lesotho,2004,22.5,27.200001,UN World Marriage Data 2019,Survey,2004 DHS,Survey,2004 DHS
Lesotho,2009,22.5,27,UN World Marriage Data 2019,Survey,2009 DHS,Survey,2009 DHS
Lesotho,2011,24.4,28.5,UN World Marriage Data 2019,Survey,2011 DS,Survey,2011 DS
Lesotho,2014,22.200001,28,UN World Marriage Data 2019,Survey,2014 DHS,Survey,2014 DHS
Liberia,1969,18.700001,26.700001,UN World Marriage Data 2019,Survey,1969-1970 PGS,Survey,1969-1970 PGS
Liberia,1970,19,27,UN World Marriage Data 2019,Survey,1970-1971 PGS,Survey,1970-1971 PGS
Liberia,1986,20.200001,,UN World Marriage Data 2019,Survey,1986 DHS,N/A,N/A
Liberia,2006,22.1,25.299999,UN World Marriage Data 2019,Survey,2007 DHS,Survey,2007 DHS
Liberia,2013,22.6,26.4,UN World Marriage Data 2019,Survey,2013 DHS,Survey,2013 DHS
Libya,1973,18.700001,24.6,UN World Marriage Data 2019,Census,1973 Census,Census,1973 Census
Libya,1984,23,27.4,UN World Marriage Data 2019,Census,1984 Census,Census,1984 Census
Liechtenstein,1981,24.6,27.9,UN World Marriage Data 2019,UNSD Estimate,1981 Estimate,UNSD Estimate,1981 Estimate
Liechtenstein,1982,24.9,28,UN World Marriage Data 2019,UNSD Estimate,1982 Estimate,UNSD Estimate,1982 Estimate
Liechtenstein,1983,25,27.9,UN World Marriage Data 2019,UNSD Estimate,1983 Estimate,UNSD Estimate,1983 Estimate
Liechtenstein,1985,25.6,28.5,UN World Marriage Data 2019,UNSD Estimate,1985 Estimate,UNSD Estimate,1985 Estimate
Liechtenstein,1986,25.799999,28.700001,UN World Marriage Data 2019,UNSD Estimate,1986 Estimate,UNSD Estimate,1986 Estimate
Liechtenstein,1987,26.1,28.799999,UN World Marriage Data 2019,UNSD Estimate,1987 Estimate,UNSD Estimate,1987 Estimate
Liechtenstein,1997,28,30.6,UN World Marriage Data 2019,UNSD Estimate,1997 Estimate,UNSD Estimate,1997 Estimate
Liechtenstein,2000,28.299999,31,UN World Marriage Data 2019,UNSD Estimate,2000 Estimate,UNSD Estimate,2000 Estimate
Liechtenstein,2001,28.9,,UN World Marriage Data 2019,UNSD Estimate,2001 Estimate,N/A,N/A
Liechtenstein,2003,28.5,31.4,UN World Marriage Data 2019,UNSD Estimate,2003 Estimate,UNSD Estimate,2003 Estimate
Liechtenstein,2004,,31.6,UN World Marriage Data 2019,N/A,N/A,UNSD Estimate,2004 Estimate
Liechtenstein,2005,28.799999,31.799999,UN World Marriage Data 2019,UNSD Estimate,2005 Estimate,UNSD Estimate,2005 Estimate
Liechtenstein,2006,28.9,32.099998,UN World Marriage Data 2019,UNSD Estimate,2006 Estimate,UNSD Estimate,2006 Estimate
Liechtenstein,2007,29.299999,32.299999,UN World Marriage Data 2019,UNSD Estimate,2007 Estimate,UNSD Estimate,2007 Estimate
Liechtenstein,2008,29.4,32.400002,UN World Marriage Data 2019,UNSD Estimate,2008 Estimate,UNSD Estimate,2008 Estimate
Liechtenstein,2009,29.4,32.5,UN World Marriage Data 2019,UNSD Estimate,2009 Estimate,UNSD Estimate,2009 Estimate
Liechtenstein,2010,29.6,32.700001,UN World Marriage Data 2019,UNSD Estimate,2010 Estimate,UNSD Estimate,2010 Estimate
Liechtenstein,2011,29.799999,32.599998,UN World Marriage Data 2019,UNSD Estimate,2011 Estimate,UNSD Estimate,2011 Estimate
Liechtenstein,2014,29.799999,32.700001,UN World Marriage Data 2019,UNSD Estimate,2014 Estimate,UNSD Estimate,2014 Estimate
Liechtenstein,2015,29.9,32.700001,UN World Marriage Data 2019,UNSD Estimate,2015 Estimate,UNSD Estimate,2015 Estimate
Liechtenstein,2016,29.9,32.599998,UN World Marriage Data 2019,UNSD Estimate,2016 Estimate,UNSD Estimate,2016 Estimate
Liechtenstein,2017,29.9,32.5,UN World Marriage Data 2019,UNSD Estimate,2017 Estimate,UNSD Estimate,2017 Estimate
Liechtenstein,2018,29.9,32.400002,UN World Marriage Data 2019,UNSD Estimate,2018 Estimate,UNSD Estimate,2018 Estimate
Lithuania,1990,22.700001,24.6,OECD,N/A,N/A,N/A,N/A
Lithuania,1991,22.5,24.4,OECD,N/A,N/A,N/A,N/A
Lithuania,1992,22.4,24.299999,OECD,N/A,N/A,N/A,N/A
Lithuania,1993,22.4,24.4,OECD,N/A,N/A,N/A,N/A
Lithuania,1994,22.5,24.5,OECD,N/A,N/A,N/A,N/A
Lithuania,1995,22.6,24.6,OECD,N/A,N/A,N/A,N/A
Lithuania,1996,22.799999,24.9,OECD,N/A,N/A,N/A,N/A
Lithuania,1997,23,25,OECD,N/A,N/A,N/A,N/A
Lithuania,1998,23.1,25.200001,OECD,N/A,N/A,N/A,N/A
Lithuania,1999,23.4,25.6,OECD,N/A,N/A,N/A,N/A
Lithuania,2000,23.799999,26.1,OECD,N/A,N/A,N/A,N/A
Lithuania,2001,24.1,26.4,OECD,N/A,N/A,N/A,N/A
Lithuania,2002,24.299999,26.700001,OECD,N/A,N/A,N/A,N/A
Lithuania,2003,24.6,27,OECD,N/A,N/A,N/A,N/A
Lithuania,2004,24.799999,27.1,OECD,N/A,N/A,N/A,N/A
Lithuania,2005,25,27.299999,OECD,N/A,N/A,N/A,N/A
Lithuania,2006,25.1,27.4,OECD,N/A,N/A,N/A,N/A
Lithuania,2007,25.5,27.799999,OECD,N/A,N/A,N/A,N/A
Lithuania,2008,25.799999,28,OECD,N/A,N/A,N/A,N/A
Lithuania,2009,26.200001,28.6,OECD,N/A,N/A,N/A,N/A
Lithuania,2010,26.5,28.700001,OECD,N/A,N/A,N/A,N/A
Lithuania,2011,26.700001,29,OECD,N/A,N/A,N/A,N/A
Lithuania,2013,27.1,29.5,OECD,N/A,N/A,N/A,N/A
Lithuania,2014,27.299999,29.700001,OECD,N/A,N/A,N/A,N/A
Lithuania,2015,27.5,28.9,OECD,N/A,N/A,N/A,N/A
Lithuania,2016,27.9,30.299999,OECD,N/A,N/A,N/A,N/A
Lithuania,2017,27.799999,30.5,OECD,N/A,N/A,N/A,N/A
Luxembourg,1990,25.6,27.700001,OECD,N/A,N/A,N/A,N/A
Luxembourg,1991,26.1,28.4,OECD,N/A,N/A,N/A,N/A
Luxembourg,1992,26.200001,28.5,OECD,N/A,N/A,N/A,N/A
Luxembourg,1993,25.799999,28.5,OECD,N/A,N/A,N/A,N/A
Luxembourg,1994,26.4,28.799999,OECD,N/A,N/A,N/A,N/A
Luxembourg,1995,26.700001,29.200001,OECD,N/A,N/A,N/A,N/A
Luxembourg,1996,26.6,29.1,OECD,N/A,N/A,N/A,N/A
Luxembourg,1997,27.200001,29.6,OECD,N/A,N/A,N/A,N/A
Luxembourg,1998,27.5,30,OECD,N/A,N/A,N/A,N/A
Luxembourg,1999,27.700001,30.200001,OECD,N/A,N/A,N/A,N/A
Luxembourg,2000,27.4,30.299999,OECD,N/A,N/A,N/A,N/A
Luxembourg,2001,27.9,30.6,OECD,N/A,N/A,N/A,N/A
Luxembourg,2002,27.9,30.5,OECD,N/A,N/A,N/A,N/A
Luxembourg,2003,28.200001,30.799999,OECD,N/A,N/A,N/A,N/A
Luxembourg,2004,28.5,31.5,OECD,N/A,N/A,N/A,N/A
Luxembourg,2005,28.9,31.5,OECD,N/A,N/A,N/A,N/A
Luxembourg,2006,29.4,31.799999,OECD,N/A,N/A,N/A,N/A
Luxembourg,2007,29.5,32,OECD,N/A,N/A,N/A,N/A
Luxembourg,2008,29.799999,32.099998,OECD,N/A,N/A,N/A,N/A
Luxembourg,2009,29.700001,32.400002,OECD,N/A,N/A,N/A,N/A
Luxembourg,2010,30.200001,32.799999,OECD,N/A,N/A,N/A,N/A
Luxembourg,2011,30.299999,32.900002,OECD,N/A,N/A,N/A,N/A
Luxembourg,2013,29.700001,32.700001,OECD,N/A,N/A,N/A,N/A
Luxembourg,2014,30.9,33,OECD,N/A,N/A,N/A,N/A
Luxembourg,2015,32.099998,34.799999,OECD,N/A,N/A,N/A,N/A
Luxembourg,2016,31.6,33.799999,OECD,N/A,N/A,N/A,N/A
Luxembourg,2017,31.6,34,OECD,N/A,N/A,N/A,N/A
Madagascar,1992,20.799999,,UN World Marriage Data 2019,Survey,1992 DHS,N/A,N/A
Madagascar,1997,20.6,,UN World Marriage Data 2019,Survey,1997 DHS,N/A,N/A
Madagascar,2000,19.799999,23.9,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Madagascar,2003,19.799999,24.1,UN World Marriage Data 2019,Survey,2003-2004 DHS,Survey,2003-2004 DHS
Madagascar,2008,19,22.4,UN World Marriage Data 2019,Survey,2008-2009 DHS,Survey,2008-2009 DHS
Malawi,1970,19.1,24.200001,UN World Marriage Data 2019,Survey,1970-1972 PCS,Survey,1970-1972 PCS
Malawi,1982,18.200001,23.200001,UN World Marriage Data 2019,Survey,1982 MDS,Survey,1982 MDS
Malawi,1984,18.1,,UN World Marriage Data 2019,Survey,1984 FFS,N/A,N/A
Malawi,1992,18.700001,,UN World Marriage Data 2019,Survey,1992 DHS,N/A,N/A
Malawi,1996,,26.4,UN World Marriage Data 2019,N/A,N/A,Survey,1996 KAP Survey
Malawi,2000,18.9,23.5,UN World Marriage Data 2019,Survey,2000 DHS,Survey,2000 DHS
Malawi,2004,18.9,23.6,UN World Marriage Data 2019,Survey,2004 DHS,Survey,2004 DHS
Malawi,2006,18.799999,,UN World Marriage Data 2019,Survey,2006 MICS,N/A,N/A
Malawi,2010,19.700001,23.9,UN World Marriage Data 2019,Survey,2010 DHS,Survey,2010 DHS
Malawi,2013,19.799999,24.6,UN World Marriage Data 2019,Survey,2013-2014 MICS,Survey,2013-2014 MICS
Malawi,2015,19.9,23.700001,UN World Marriage Data 2019,Survey,2015-2016 DHS,Survey,2015-2016 DHS
Malaysia,1991,24.6,27.9,UN World Marriage Data 2019,Census,1991 Census,Census,1991 Census
Malaysia,2000,25.1,28.6,UN World Marriage Data 2019,Census,2000 Census,Census,2000 Census
Malaysia,2010,25.700001,28,UN World Marriage Data 2019,Census,2010 Census,Census,2010 Census
Maldives,1977,17.5,22.4,UN World Marriage Data 2019,Census,1977 Census,Census,1977 Census
Maldives,1985,17.9,22.1,UN World Marriage Data 2019,Census,1985 Census,Census,1985 Census
Maldives,1990,19.1,23.200001,UN World Marriage Data 2019,Census,1990 Census,Census,1990 Census
Maldives,1995,18.9,24,UN World Marriage Data 2019,Census,1995 Census,Census,1995 Census
Maldives,2000,21.799999,25.700001,UN World Marriage Data 2019,Census,2000 Census,Census,2000 Census
Maldives,2014,22.5,25.799999,UN World Marriage Data 2019,Census,2014 Census,Census,2014 Census
Mali,1960,16.200001,26.4,UN World Marriage Data 2019,Survey,1960-1961 ED,Survey,1960-1961 ED
Mali,1987,16.4,,UN World Marriage Data 2019,Survey,1987 DHS,N/A,N/A
Mali,1995,18.4,25.799999,UN World Marriage Data 2019,Survey,1995-1996 DHS,Survey,1995-1996 DHS
Mali,2001,18.5,25.9,UN World Marriage Data 2019,Survey,2001 DHS,Survey,2001 DHS
Mali,2006,17.799999,24,UN World Marriage Data 2019,Survey,2006 DHS,Survey,2006 DHS
Mali,2009,19.200001,,UN World Marriage Data 2019,Survey,2009-2010 MICS,N/A,N/A
Mali,2012,18.5,25.9,UN World Marriage Data 2019,Survey,2012-2013 DHS,Survey,2012-2013 DHS
Mali,2015,19.299999,27.200001,UN World Marriage Data 2019,Survey,2015 MICS,Survey,2015 MICS
Mali,2018,18.799999,25.799999,UN World Marriage Data 2019,Survey,2018 DHS,Survey,2018 DHS
Malta,1990,24.6,27.200001,OECD,N/A,N/A,N/A,N/A
Malta,1991,24.9,27.6,OECD,N/A,N/A,N/A,N/A
Malta,1992,25.1,27.700001,OECD,N/A,N/A,N/A,N/A
Malta,1993,25,27.5,OECD,N/A,N/A,N/A,N/A
Malta,1994,25.299999,27.700001,OECD,N/A,N/A,N/A,N/A
Malta,1995,25.6,28.1,OECD,N/A,N/A,N/A,N/A
Malta,1996,25.6,27.9,OECD,N/A,N/A,N/A,N/A
Malta,2003,26.799999,29.299999,OECD,N/A,N/A,N/A,N/A
Malta,2004,27.299999,29.700001,OECD,N/A,N/A,N/A,N/A
Malta,2006,27.799999,30.4,OECD,N/A,N/A,N/A,N/A
Malta,2007,28.1,30.200001,OECD,N/A,N/A,N/A,N/A
Malta,2008,28.5,30.799999,OECD,N/A,N/A,N/A,N/A
Malta,2009,28.700001,31.1,OECD,N/A,N/A,N/A,N/A
Malta,2010,28.6,31.299999,OECD,N/A,N/A,N/A,N/A
Malta,2011,29.200001,31.6,OECD,N/A,N/A,N/A,N/A
Marshall Islands,1988,21,23.700001,UN World Marriage Data 2019,Census,1988 Census,Census,1988 Census
Marshall Islands,2011,24.200001,25.700001,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Martinique,1982,28.799999,30.200001,UN World Marriage Data 2019,Census,1982 Census,Census,1982 Census
Martinique,1999,33.299999,35.599998,UN World Marriage Data 2019,Census,1999 Census,Census,1999 Census
Mauritania,1964,19.5,28.9,UN World Marriage Data 2019,Survey,1964-1965 PS,Survey,1964-1965 PS
Mauritania,1990,23,29.6,UN World Marriage Data 2019,Survey,1990-1991 MCHS,Survey,1990-1991 MCHS
Mauritania,2000,21.799999,29.4,UN World Marriage Data 2019,Survey,2000-2001 DHS,Survey,2000-2001 DHS
Mauritania,2003,22,,UN World Marriage Data 2019,Survey,2003-2004 EMIP Special,N/A,N/A
Mauritania,2007,21.6,,UN World Marriage Data 2019,Survey,2007 MICS,N/A,N/A
Mauritania,2011,21.6,29.5,UN World Marriage Data 2019,Survey,2011 MICS,Survey,2011 MICS_HH
Mauritania,2015,21.799999,29.200001,UN World Marriage Data 2019,Survey,2015 MICS,Survey,2015 MICS
Mauritius,1962,16.5,26.200001,UN World Marriage Data 2019,Census,1962 Census,Census,1962 Census
Mauritius,1990,23.799999,28.200001,UN World Marriage Data 2019,Census,1990 Census,Census,1990 Census
Mauritius,2000,22.6,28.5,UN World Marriage Data 2019,Census,2000 Census,Census,2000 Census
Mauritius,2011,23.9,29.200001,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Mayotte,2002,21.200001,26.1,UN World Marriage Data 2019,Census,2002 Census,Census,2002 Census
Mayotte,2012,26.1,29.799999,UN World Marriage Data 2019,Census,2012 Census,Census,2012 Census
Mexico,1995,20,23.200001,OECD,N/A,N/A,N/A,N/A
Mexico,2009,25.799999,28.700001,OECD,N/A,N/A,N/A,N/A
Mexico,2010,26.200001,29.1,OECD,N/A,N/A,N/A,N/A
Mexico,2011,26.299999,29.200001,OECD,N/A,N/A,N/A,N/A
Mexico,2012,26.6,29.4,OECD,N/A,N/A,N/A,N/A
Mexico,2013,26.9,29.799999,OECD,N/A,N/A,N/A,N/A
Mexico,2014,27.5,30.4,OECD,N/A,N/A,N/A,N/A
Micronesia (country),1985,22.6,25.5,UN World Marriage Data 2019,Census,1985 Census,Census,1985 Census
Micronesia (country),1986,24.200001,26.4,UN World Marriage Data 2019,Census,1986 Census,Census,1986 Census
Micronesia (country),2010,25.299999,,UN World Marriage Data 2019,Census,2010 Census,N/A,N/A
Monaco,1975,24.799999,27.200001,UN World Marriage Data 2019,Census,1975 Census,Census,1975 Census
Monaco,1982,26.200001,28.700001,UN World Marriage Data 2019,Census,1982 Census,Census,1982 Census
Monaco,2000,29.200001,32.5,UN World Marriage Data 2019,Census,2000 Census,Census,2000 Census
Monaco,2008,30.4,33.400002,UN World Marriage Data 2019,Census,2008 Census,Census,2008 Census
Mongolia,1979,,24.9,UN World Marriage Data 2019,N/A,N/A,Census,1979 Census
Mongolia,1989,,25,UN World Marriage Data 2019,N/A,N/A,Census,1989 Census
Mongolia,1994,23.299999,,UN World Marriage Data 2019,Survey,1994 DS,N/A,N/A
Mongolia,1996,23.6,,UN World Marriage Data 2019,Survey,1996 DS,N/A,N/A
Mongolia,1998,22.5,,UN World Marriage Data 2019,Survey,1998 RHS,N/A,N/A
Mongolia,2000,21.9,25.700001,UN World Marriage Data 2019,Survey,2000 MICS,Census,2000 Census
Mongolia,2003,22.299999,,UN World Marriage Data 2019,Survey,2003 RHS,N/A,N/A
Mongolia,2005,23,,UN World Marriage Data 2019,Survey,2005 MICS,N/A,N/A
Mongolia,2008,22.5,,UN World Marriage Data 2019,Survey,2008 RHS,N/A,N/A
Mongolia,2010,23.4,26.200001,UN World Marriage Data 2019,Survey,2010 MICS,Census,2010 Census
Mongolia,2013,23,,UN World Marriage Data 2019,Survey,2013 MICS,N/A,N/A
Montenegro,2003,26.200001,30.700001,UN World Marriage Data 2019,Census,2003 Census,Census,2003 Census
Montenegro,2011,27.1,31.1,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Montserrat,1970,27.5,31.5,UN World Marriage Data 2019,Census,1970 Census,Census,1970 Census
Montserrat,1980,28.5,31.1,UN World Marriage Data 2019,Census,1980 Census,Census,1980 Census
Montserrat,2011,31.9,31.5,UN World Marriage Data 2019,Census,2011 Census,Census,2011 Census
Morocco,1971,,25,UN World Marriage Data 2019,N/A,N/A,Census,1971 Census
Morocco,1982,,27.1,UN World Marriage Data 2019,N/A,N/A,Census,1982 Census
Morocco,1987,24,,UN World Marriage Data 2019,Survey,1987 DHS,N/A,N/A
Morocco,1992,25,,UN World Marriage Data 2019,Survey,1992 DHS,N/A,N/A
Morocco,1994,,29.799999,UN World Marriage Data 2019,N/A,N/A,Census,1994 Census
Morocco,1995,26.299999,,UN World Marriage Data 2019,Survey,1995 DHS,N/A,N/A
Morocco,1997,28.1,,UN World Marriage Data 2019,Survey,1997 ENSME,N/A,N/A
Morocco,2003,26.4,,UN World Marriage Data 2019,Survey,2003-2004 DHS,N/A,N/A
Morocco,2004,,31.200001,UN World Marriage Data 2019,N/A,N/A,Census,2004 Census
Morocco,2010,26.299999,,UN World Marriage Data 2019,Survey,2011 ENPSF,N/A,N/A
Morocco,2018,24.4,,UN World Marriage Data 2019,Survey,2018 ENPSF,N/A,N/A
Mozambique,1997,18.1,22.6,UN World Marriage Data 2019,Survey,1997 DHS,Survey,1997 DHS
Mozambique,2003,18.700001,,UN World Marriage Data 2019,Survey,2003 DHS,N/A,N/A
Mozambique,2008,18.799999,,UN World Marriage Data 2019,Survey,2008 MICS,N/A,N/A
Mozambique,2009,18.299999,22.700001,UN World Marriage Data 2019,Survey,2009 AIS,Survey,2009 AIS
Mozambique,2011,18.9,22.9,UN World Marriage Data 2019,Survey,2011 DHS,Survey,2011 DHS
Mozambique,2015,18.9,22.799999,UN World Marriage Data 2019,Survey,2015 AIS,Survey,2015 AIS
Myanmar,1991,24.5,26.4,UN World Marriage Data 2019,Survey,1991 PCFS,Survey,1991 PCFS
Myanmar,1997,26,,UN World Marriage Data 2019,Survey,1997 FRHS,N/A,N/A
Myanmar,2000,24.799999,26.9,UN World Marriage Data 2019,Survey,2000 MICS,Survey,2000 MICS_HH
Myanmar,2001,25.799999,,UN World Marriage Data 2019,Survey,2001 FRHS,N/A,N/A
Myanmar,2007,26.1,27.700001,UN World Marriage Data 2019,Survey,2007 FRHS,Survey,2007 FRHS
Myanmar,2015,22.9,25.4,UN World Marriage Data 2019,Survey,2015-2016 DHS,Survey,2015-2016 DHS
